"GeneID"	"Cluster"
"741"	"CENPU"	"cluster1"
"742"	"ASF1B"	"cluster1"
"743"	"PCLAF"	"cluster1"
"744"	"DSCC1"	"cluster1"
"745"	"MIS18A"	"cluster1"
"746"	"WDR76"	"cluster1"
"747"	"MCM2"	"cluster1"
"748"	"TCF19"	"cluster1"
"749"	"MCM3"	"cluster1"
"750"	"PCNA"	"cluster1"
"751"	"RAD18"	"cluster1"
"752"	"RFC3"	"cluster1"
"753"	"BORA"	"cluster1"
"754"	"PRIM2"	"cluster1"
"755"	"KIF18B"	"cluster1"
"756"	"ATAD5"	"cluster1"
"757"	"POLE"	"cluster1"
"758"	"C18orf54"	"cluster1"
"759"	"FBXO5"	"cluster1"
"760"	"GEN1"	"cluster1"
"761"	"MTBP"	"cluster1"
"762"	"TBC1D31"	"cluster1"
"763"	"MYBL1"	"cluster1"
"764"	"CEP152"	"cluster1"
"765"	"MMS22L"	"cluster1"
"766"	"KNSTRN"	"cluster1"
"767"	"VRK1"	"cluster1"
"768"	"CCNF"	"cluster1"
"769"	"SPAG5"	"cluster1"
"770"	"UBE2T"	"cluster1"
"771"	"CENPO"	"cluster1"
"772"	"MCM6"	"cluster1"
"773"	"RACGAP1"	"cluster1"
"774"	"CENPN"	"cluster1"
"775"	"KPNA2"	"cluster1"
"776"	"MTFR2"	"cluster1"
"777"	"POLE2"	"cluster1"
"778"	"DSN1"	"cluster1"
"779"	"RMI2"	"cluster1"
"780"	"FANCA"	"cluster1"
"781"	"BRIP1"	"cluster1"
"782"	"POLQ"	"cluster1"
"783"	"ESCO2"	"cluster1"
"784"	"RRM2"	"cluster1"
"785"	"DTL"	"cluster1"
"786"	"EXO1"	"cluster1"
"787"	"KIF15"	"cluster1"
"788"	"KNL1"	"cluster1"
"789"	"NCAPH"	"cluster1"
"790"	"SGO1"	"cluster1"
"791"	"TTK"	"cluster1"
"792"	"FANCD2"	"cluster1"
"793"	"FANCI"	"cluster1"
"794"	"OIP5"	"cluster1"
"795"	"RAD51"	"cluster1"
"796"	"RAD51AP1"	"cluster1"
"797"	"GINS1"	"cluster1"
"798"	"CDC6"	"cluster1"
"799"	"TRIP13"	"cluster1"
"800"	"PLK4"	"cluster1"
"801"	"ARHGAP11A"	"cluster1"
"802"	"PRC1"	"cluster1"
"803"	"BUB1B"	"cluster1"
"804"	"HMMR"	"cluster1"
"805"	"WDHD1"	"cluster1"
"806"	"ZWILCH"	"cluster1"
"807"	"CENPP"	"cluster1"
"808"	"HELLS"	"cluster1"
"809"	"EZH2"	"cluster1"
"810"	"LMNB1"	"cluster1"
"811"	"KNTC1"	"cluster1"
"812"	"ZNF367"	"cluster1"
"813"	"CDC7"	"cluster1"
"814"	"DBF4"	"cluster1"
"815"	"FANCD2OS"	"cluster1"
"816"	"CHRNA5"	"cluster1"
"817"	"UBE2S"	"cluster1"
"818"	"LIG1"	"cluster1"
"819"	"POLD1"	"cluster1"
"820"	"MRGBP"	"cluster1"
"821"	"NUP85"	"cluster1"
"822"	"RTTN"	"cluster1"
"823"	"MIS18BP1"	"cluster1"
"824"	"TTF2"	"cluster1"
"825"	"CNTRL"	"cluster1"
"826"	"FAM72A"	"cluster1"
"827"	"FAM72B"	"cluster1"
"828"	"SPIN4"	"cluster1"
"829"	"CEP128"	"cluster1"
"830"	"PSMC3IP"	"cluster1"
"831"	"ZNF473"	"cluster1"
"832"	"CDK6"	"cluster1"
"833"	"NID1"	"cluster1"
"834"	"VAV2"	"cluster1"
"835"	"HAS3"	"cluster1"
"836"	"PTK7"	"cluster1"
"837"	"NME6"	"cluster1"
"838"	"VGLL4"	"cluster1"
"839"	"ADAM17"	"cluster1"
"840"	"GNL3L"	"cluster1"
"841"	"BNIP2"	"cluster1"
"842"	"TNPO1"	"cluster1"
"843"	"DHX15"	"cluster1"
"844"	"SLAIN2"	"cluster1"
"845"	"AASDH"	"cluster1"
"846"	"KIF27"	"cluster1"
"847"	"XPO1"	"cluster1"
"848"	"ALMS1"	"cluster1"
"849"	"POLA1"	"cluster1"
"850"	"GCFC2"	"cluster1"
"851"	"BBS4"	"cluster1"
"852"	"MPPE1"	"cluster1"
"853"	"F2R"	"cluster1"
"854"	"CDH11"	"cluster1"
"855"	"TRAF7"	"cluster1"
"856"	"MTFR1"	"cluster1"
"857"	"SMC5"	"cluster1"
"858"	"BARD1"	"cluster1"
"859"	"NEDD1"	"cluster1"
"860"	"ACTL6A"	"cluster1"
"861"	"DEK"	"cluster1"
"862"	"PAICS"	"cluster1"
"863"	"PPAT"	"cluster1"
"864"	"NSL1"	"cluster1"
"865"	"CDC23"	"cluster1"
"866"	"CENPQ"	"cluster1"
"867"	"TIPIN"	"cluster1"
"868"	"ALG8"	"cluster1"
"869"	"NUP37"	"cluster1"
"870"	"MFSD4B"	"cluster1"
"871"	"CMTR1"	"cluster1"
"872"	"NEMP2"	"cluster1"
"873"	"SUSD1"	"cluster1"
"874"	"SLC29A1"	"cluster1"
"875"	"DLGAP4"	"cluster1"
"876"	"TSPAN17"	"cluster1"
"877"	"PLPP6"	"cluster1"
"878"	"MANSC1"	"cluster1"
"879"	"PDK1"	"cluster1"
"880"	"XRRA1"	"cluster1"
"881"	"MBD4"	"cluster1"
"882"	"TDP2"	"cluster1"
"883"	"RBM20"	"cluster1"
"884"	"CRIM1"	"cluster1"
"885"	"ERRFI1"	"cluster1"
"886"	"GPR135"	"cluster1"
"887"	"MID2"	"cluster1"
"888"	"DACT1"	"cluster1"
"889"	"GRPR"	"cluster1"
"890"	"CCL27"	"cluster1"
"891"	"IGKV1D.37"	"cluster1"
"892"	"NUDT17"	"cluster1"
"893"	"TTLL4"	"cluster1"
"894"	"USP40"	"cluster1"
"895"	"PARP3"	"cluster1"
"896"	"BMP7"	"cluster1"
"897"	"TMEM116"	"cluster1"
"898"	"SLC19A3"	"cluster1"
"899"	"CYP3A5"	"cluster1"
"900"	"ZNF648"	"cluster1"
"901"	"PCDHA13"	"cluster1"
"902"	"VRTN"	"cluster1"
"903"	"PCDHB5"	"cluster1"
"904"	"PCDHB6"	"cluster1"
"905"	"PCDHA10"	"cluster1"
"906"	"LAMA3"	"cluster1"
"907"	"NAT8"	"cluster1"
"908"	"BCL6B"	"cluster1"
"909"	"ARHGEF15"	"cluster1"
"910"	"FGD5"	"cluster1"
"911"	"HCAR1"	"cluster1"
"912"	"FAM43A"	"cluster1"
"913"	"PLXDC1"	"cluster1"
"914"	"MYLK2"	"cluster1"
"915"	"SLC38A5"	"cluster1"
"916"	"HAPLN3"	"cluster1"
"917"	"PKN3"	"cluster1"
"918"	"PCOLCE2"	"cluster1"
"919"	"ARL4A"	"cluster1"
"920"	"KIF26B"	"cluster1"
"921"	"ZBTB8B"	"cluster1"
"922"	"CRISPLD2"	"cluster1"
"923"	"IL27RA"	"cluster1"
"924"	"EDA2R"	"cluster1"
"925"	"PTCHD4"	"cluster1"
"926"	"CD5L"	"cluster1"
"927"	"SPIC"	"cluster1"
"928"	"ADAMDEC1"	"cluster1"
"929"	"CD209"	"cluster1"
"930"	"DNASE1L3"	"cluster1"
"931"	"MMP12"	"cluster1"
"932"	"ATP6V0D2"	"cluster1"
"933"	"CCL18"	"cluster1"
"934"	"BMF"	"cluster1"
"935"	"OSR1"	"cluster1"
"936"	"CHIC2"	"cluster1"
"937"	"PI4K2B"	"cluster1"
"938"	"CCDC77"	"cluster1"
"939"	"NCAPD2"	"cluster1"
"940"	"TICRR"	"cluster1"
"941"	"C1orf112"	"cluster1"
"942"	"RCC1"	"cluster1"
"943"	"SLC44A5"	"cluster1"
"944"	"HAS2"	"cluster1"
"945"	"PLEKHG2"	"cluster1"
"946"	"STK38"	"cluster1"
"947"	"TSPAN10"	"cluster1"
"948"	"TUBD1"	"cluster1"
"949"	"POU4F1"	"cluster1"
"950"	"SALL3"	"cluster1"
"951"	"TLX3"	"cluster1"
"952"	"C14orf39"	"cluster1"
"953"	"NKX2.4"	"cluster1"
"954"	"EDARADD"	"cluster1"
"955"	"FCRLA"	"cluster1"
"956"	"BHMG1"	"cluster1"
"957"	"HMX2"	"cluster1"
"958"	"UBALD2"	"cluster1"
"959"	"SNRPC"	"cluster1"
"960"	"WDR46"	"cluster1"
"961"	"IFRD2"	"cluster1"
"962"	"NME4"	"cluster1"
"963"	"PMF1"	"cluster1"
"964"	"THOC6"	"cluster1"
"965"	"BCL7C"	"cluster1"
"966"	"LSM2"	"cluster1"
"967"	"ALYREF"	"cluster1"
"968"	"EIF4EBP1"	"cluster1"
"969"	"DYNLT1"	"cluster1"
"970"	"GLIPR2"	"cluster1"
"971"	"POPDC2"	"cluster1"
"972"	"CDC25B"	"cluster1"
"973"	"PHF19"	"cluster1"
"974"	"CACNG6"	"cluster1"
"975"	"TBX2"	"cluster1"
"976"	"LTBP3"	"cluster1"
"977"	"PLEKHH3"	"cluster1"
"978"	"ODF3L2"	"cluster1"
"979"	"CORO7"	"cluster1"
"980"	"CORO7.PAM16"	"cluster1"
"981"	"SLPI"	"cluster1"
"982"	"METRN"	"cluster1"
"983"	"DDAH2"	"cluster1"
"984"	"MIIP"	"cluster1"
"985"	"F8A1"	"cluster1"
"986"	"WDR13"	"cluster1"
"987"	"ANKRD13D"	"cluster1"
"988"	"RPUSD1"	"cluster1"
"989"	"EMC9"	"cluster1"
"990"	"TEDC1"	"cluster1"
"991"	"HINT2"	"cluster1"
"992"	"LSM3"	"cluster1"
"993"	"DDT"	"cluster1"
"994"	"C6orf226"	"cluster1"
"995"	"DNPH1"	"cluster1"
"996"	"ERH"	"cluster1"
"997"	"PFKL"	"cluster1"
"998"	"GRHPR"	"cluster1"
"999"	"ITGAE"	"cluster1"
"1000"	"SMARCD3"	"cluster1"
"1001"	"ZNF853"	"cluster1"
"1002"	"GREB1L"	"cluster1"
"1003"	"CCDC160"	"cluster1"
"1004"	"SELL"	"cluster1"
"1005"	"HNMT"	"cluster1"
"1006"	"ACSM5"	"cluster1"
"1007"	"SYTL4"	"cluster1"
"1008"	"NAT8B"	"cluster1"
"1009"	"TIMP4"	"cluster1"
"1010"	"LPL"	"cluster1"
"1011"	"MARVELD3"	"cluster1"
"1012"	"FRMD5"	"cluster1"
"1013"	"SORD"	"cluster1"
"1014"	"PDZRN3"	"cluster1"
"1015"	"CHST9"	"cluster1"
"1016"	"HS3ST1"	"cluster1"
"1017"	"TEX30"	"cluster1"
"1018"	"GBX2"	"cluster1"
"1019"	"LUZP2"	"cluster1"
"1020"	"KCND2"	"cluster1"
"1021"	"SYT6"	"cluster1"
"1022"	"RASA4"	"cluster1"
"1023"	"RASA4B"	"cluster1"
"1024"	"RASD1"	"cluster1"
"1025"	"CDKN2B"	"cluster1"
"1026"	"MTHFD2"	"cluster1"
"1027"	"FRMPD3"	"cluster1"
"1028"	"GRHL3"	"cluster1"
"1029"	"PCDHGA5"	"cluster1"
"1030"	"PCDHGA2"	"cluster1"
"1031"	"PCDHGA4"	"cluster1"
"1032"	"ABCA1"	"cluster1"
"1033"	"ANTXR1"	"cluster1"
"1034"	"ROCK1"	"cluster1"
"1035"	"DHFR2"	"cluster1"
"1036"	"PNPO"	"cluster1"
"1037"	"ITGAV"	"cluster1"
"1038"	"RHBDD1"	"cluster1"
"1039"	"PRUNE2"	"cluster1"
"1040"	"ANKS1A"	"cluster1"
"1041"	"UNC13B"	"cluster1"
"1042"	"IFFO2"	"cluster1"
"1043"	"TPM1"	"cluster1"
"1044"	"C12orf60"	"cluster1"
"1045"	"TMEM50B"	"cluster1"
"1046"	"LMBRD1"	"cluster1"
"1047"	"RNF14"	"cluster1"
"1048"	"VWA5A"	"cluster1"
"1049"	"PTPRJ"	"cluster1"
"1050"	"SAMHD1"	"cluster1"
"1051"	"TPCN2"	"cluster1"
"1052"	"CHST3"	"cluster1"
"1053"	"MPZL1"	"cluster1"
"1054"	"L3HYPDH"	"cluster1"
"1055"	"SPTSSA"	"cluster1"
"1056"	"PDE4B"	"cluster1"
"1057"	"PTPRE"	"cluster1"
"1058"	"LRP1"	"cluster1"
"1059"	"SEMA5A"	"cluster1"
"1060"	"TMEM117"	"cluster1"
"1061"	"WWC2"	"cluster1"
"1062"	"CES2"	"cluster1"
"1063"	"APH1B"	"cluster1"
"1064"	"PCDH17"	"cluster1"
"1065"	"UTP14C"	"cluster1"
"1066"	"CDK5RAP2"	"cluster1"
"1067"	"FBXO48"	"cluster1"
"1068"	"C4orf46"	"cluster1"
"1069"	"TMEM131L"	"cluster1"
"1070"	"RRM1"	"cluster1"
"1071"	"DHFR"	"cluster1"
"1072"	"SPDL1"	"cluster1"
"1073"	"TRIM24"	"cluster1"
"1074"	"DNMT1"	"cluster1"
"1075"	"NCAPD3"	"cluster1"
"1076"	"CKAP2"	"cluster1"
"1077"	"KIF20B"	"cluster1"
"1078"	"LIN9"	"cluster1"
"1079"	"PRIM1"	"cluster1"
"1080"	"SUZ12"	"cluster1"
"1081"	"NUP155"	"cluster1"
"1082"	"SMC2"	"cluster1"
"1083"	"TOPBP1"	"cluster1"
"1084"	"ZKSCAN4"	"cluster1"
"1085"	"PALB2"	"cluster1"
"1086"	"ZW10"	"cluster1"
"1087"	"ZNF791"	"cluster1"
"1088"	"CEP76"	"cluster1"
"1089"	"RIF1"	"cluster1"
"1090"	"SMARCAD1"	"cluster1"
"1091"	"ZDHHC15"	"cluster1"
"1092"	"UBXN2B"	"cluster1"
"1093"	"INCENP"	"cluster1"
"1094"	"CEP295"	"cluster1"
"1095"	"POLH"	"cluster1"
"1096"	"CEP192"	"cluster1"
"1097"	"MED12"	"cluster1"
"1098"	"ATAD2B"	"cluster1"
"1099"	"NFXL1"	"cluster1"
"1100"	"ETAA1"	"cluster1"
"1101"	"FIGNL1"	"cluster1"
"1102"	"MAP2K6"	"cluster1"
"1103"	"KDM3A"	"cluster1"
"1104"	"NR3C1"	"cluster1"
"1105"	"TEAD1"	"cluster1"
"1106"	"TERF1"	"cluster1"
"1107"	"INTS2"	"cluster1"
"1108"	"NFYA"	"cluster1"
"1109"	"FRMD6"	"cluster1"
"1110"	"UTP14A"	"cluster1"
"1111"	"ANKIB1"	"cluster1"
"1112"	"KRIT1"	"cluster1"
"1113"	"FAM133B"	"cluster1"
"1114"	"NUP205"	"cluster1"
"1115"	"POT1"	"cluster1"
"1116"	"MTERF1"	"cluster1"
"1117"	"CLDN12"	"cluster1"
"1118"	"GTPBP10"	"cluster1"
"1119"	"PCDHA3"	"cluster1"
"1120"	"ZNF22"	"cluster1"
"1121"	"ZNF34"	"cluster1"
"1122"	"MBIP"	"cluster1"
"1123"	"ZBED3"	"cluster1"
"1124"	"ZHX2"	"cluster1"
"1125"	"ZNF609"	"cluster1"
"1126"	"MAML2"	"cluster1"
"1127"	"TCF12"	"cluster1"
"1128"	"IGFBPL1"	"cluster1"
"1129"	"PKDREJ"	"cluster1"
"1130"	"CTBP2"	"cluster1"
"1131"	"GRID2"	"cluster1"
"1132"	"STAT5B"	"cluster1"
"1133"	"ZFHX4"	"cluster1"
"1134"	"SKA2"	"cluster1"
"1135"	"POU3F2"	"cluster1"
"1136"	"ARL6IP6"	"cluster1"
"1137"	"SOX2"	"cluster1"
"1138"	"DFFA"	"cluster1"
"1139"	"GRIK3"	"cluster1"
"1140"	"ARHGAP19"	"cluster1"
"1141"	"MAP4K4"	"cluster1"
"1142"	"PPP4R1"	"cluster1"
"1143"	"TMEM200C"	"cluster1"
"1144"	"CHUK"	"cluster1"
"1145"	"PPIL1"	"cluster1"
"1146"	"OGFOD1"	"cluster1"
"1147"	"TAF5"	"cluster1"
"1148"	"P2RX5.TAX1BP3"	"cluster1"
"1149"	"ZNF697"	"cluster1"
"1150"	"MAMLD1"	"cluster1"
"1151"	"ZNF410"	"cluster1"
"1152"	"KIAA0586"	"cluster1"
"1153"	"SYNE2"	"cluster1"
"1154"	"CEP57L1"	"cluster1"
"1155"	"GNL3"	"cluster1"
"1156"	"WNK3"	"cluster1"
"1157"	"NIN"	"cluster1"
"1158"	"TANC2"	"cluster1"
"1159"	"IGSF9B"	"cluster1"
"1160"	"ILDR2"	"cluster1"
"1161"	"BIN1"	"cluster1"
"1162"	"KANK4"	"cluster1"
"1163"	"PPP1R14A"	"cluster1"
"1164"	"NINJ2"	"cluster1"
"1165"	"NIPAL4"	"cluster1"
"1166"	"HOXD1"	"cluster1"
"1167"	"SGK2"	"cluster1"
"1168"	"AFMID"	"cluster1"
"1169"	"DMRT2"	"cluster1"
"1170"	"ADRA2B"	"cluster1"
"1171"	"KIF19"	"cluster1"
"1172"	"WHRN"	"cluster1"
"1173"	"COL4A5"	"cluster1"
"1174"	"GPR37"	"cluster1"
"1175"	"DOCK5"	"cluster1"
"1176"	"SLCO3A1"	"cluster1"
"1177"	"ACSL1"	"cluster1"
"1178"	"FRMD4B"	"cluster1"
"1179"	"LURAP1"	"cluster1"
"1180"	"SORT1"	"cluster1"
"1181"	"CA14"	"cluster1"
"1182"	"CAPN9"	"cluster1"
"1183"	"NKX2.8"	"cluster1"
"1184"	"CSRP2"	"cluster1"
"1185"	"FIBIN"	"cluster1"
"1186"	"PLA2G4C"	"cluster1"
"1187"	"APLN"	"cluster1"
"1188"	"CD9"	"cluster1"
"1189"	"NUPR1"	"cluster1"
"1190"	"SPARC"	"cluster1"
"1191"	"KCND1"	"cluster1"
"1192"	"PLCD3"	"cluster1"
"1193"	"CCL17"	"cluster1"
"1194"	"CCL22"	"cluster1"
"1195"	"ZNF467"	"cluster1"
"1196"	"AKNA"	"cluster1"
"1197"	"SH3BP1"	"cluster1"
"1198"	"SERPINF2"	"cluster1"
"1199"	"MS4A14"	"cluster1"
"1200"	"UBA7"	"cluster1"
"1201"	"MAP4K1"	"cluster1"
"1202"	"TCIRG1"	"cluster1"
"1203"	"APOBEC3H"	"cluster1"
"1204"	"SCPEP1"	"cluster1"
"1205"	"SLC16A5"	"cluster1"
"1206"	"ZC3H12D"	"cluster1"
"1207"	"TNFAIP2"	"cluster1"
"1208"	"CXCL16"	"cluster1"
"1209"	"ZMYND15"	"cluster1"
"1210"	"PLEKHG4"	"cluster1"
"1211"	"MSLN"	"cluster1"
"1212"	"PLAG1"	"cluster1"
"1213"	"ERVFRD.1"	"cluster1"
"1214"	"NLRP4"	"cluster1"
"1215"	"MYO1A"	"cluster1"
"1216"	"HPSE"	"cluster1"
"1217"	"KCNJ5"	"cluster1"
"1218"	"CRYBB1"	"cluster1"
"1219"	"SIGLEC11"	"cluster1"
"1220"	"SNX31"	"cluster1"
"1221"	"IL12A"	"cluster1"
"1222"	"MTHFD2L"	"cluster1"
"1223"	"POU3F4"	"cluster1"
"1224"	"MLC1"	"cluster1"
"1225"	"PHKG1"	"cluster1"
"1226"	"B3GAT2"	"cluster1"
"1227"	"C2orf88"	"cluster1"
"1228"	"LIX1"	"cluster1"
"1229"	"OGFRL1"	"cluster1"
"1230"	"ATP13A4"	"cluster1"
"1231"	"SLITRK3"	"cluster1"
"1232"	"NKAIN3"	"cluster1"
"1233"	"PLEC"	"cluster1"
"1234"	"DCLK2"	"cluster1"
"1235"	"SEMA4B"	"cluster1"
"1236"	"RNF32"	"cluster1"
"1237"	"BORCS8.MEF2B"	"cluster1"
"1238"	"RNF39"	"cluster1"
"1239"	"ZCCHC18"	"cluster1"
"1240"	"IFT140"	"cluster1"
"1241"	"KCTD15"	"cluster1"
"1242"	"ENPP3"	"cluster1"
"1243"	"MOK"	"cluster1"
"1244"	"RHPN1"	"cluster1"
"1245"	"ANKDD1A"	"cluster1"
"1246"	"NTN5"	"cluster1"
"1247"	"GTF2A1L"	"cluster1"
"1248"	"LMX1A"	"cluster1"
"1249"	"RAX"	"cluster1"
"1250"	"MAMDC2"	"cluster1"
"1251"	"LYVE1"	"cluster1"
"1252"	"MRC1"	"cluster1"
"1253"	"ABLIM3"	"cluster1"
"1254"	"RET"	"cluster1"
"1255"	"S1PR1"	"cluster1"
"1256"	"CD38"	"cluster1"
"1257"	"KCNN3"	"cluster1"
"1258"	"SYPL2"	"cluster1"
"1259"	"ADCY8"	"cluster1"
"1260"	"MKX"	"cluster1"
"1261"	"GP9"	"cluster1"
"1262"	"ACY3"	"cluster1"
"1263"	"TNFRSF13C"	"cluster1"
"1264"	"SMIM35"	"cluster1"
"1265"	"FREM3"	"cluster1"
"1266"	"TNFRSF8"	"cluster1"
"1267"	"PIWIL2"	"cluster1"
"1268"	"UPK1A"	"cluster1"
"1269"	"APOC4"	"cluster1"
"1270"	"IGLL1"	"cluster1"
"1271"	"MROH6"	"cluster1"
"1272"	"NAPSA"	"cluster1"
"1273"	"OCM"	"cluster1"
"1274"	"TMEM86B"	"cluster1"
"1275"	"TMEM91"	"cluster1"
"1276"	"ZNF296"	"cluster1"
"1277"	"B3GNT6"	"cluster1"
"1278"	"DQX1"	"cluster1"
"1279"	"PROZ"	"cluster1"
"1280"	"DZANK1"	"cluster1"
"1281"	"KLHL41"	"cluster1"
"1282"	"DCST1"	"cluster1"
"1283"	"EFCAB13"	"cluster1"
"1284"	"KCTD19"	"cluster1"
"1285"	"EPGN"	"cluster1"
"1286"	"PPEF2"	"cluster1"
"1287"	"HAUS5"	"cluster1"
"1288"	"MUTYH"	"cluster1"
"1289"	"KMT5C"	"cluster1"
"1290"	"WDR90"	"cluster1"
"1291"	"ARTN"	"cluster1"
"1292"	"C1orf159"	"cluster1"
"1293"	"U2AF1L4"	"cluster1"
"1294"	"ATP6V1C2"	"cluster1"
"1295"	"JSRP1"	"cluster1"
"1296"	"ANKRD10"	"cluster1"
"1297"	"LSMEM1"	"cluster1"
"1298"	"GPR35"	"cluster1"
"1299"	"SLC23A3"	"cluster1"
"1300"	"FGF21"	"cluster1"
"1301"	"OPN1MW"	"cluster1"
"1302"	"TMEM82"	"cluster1"
"1303"	"ORM1"	"cluster1"
"1304"	"APOA2"	"cluster1"
"1305"	"CYP3A4"	"cluster1"
"1306"	"SCTR"	"cluster1"
"1307"	"ESX1"	"cluster1"
"1308"	"SGCG"	"cluster1"
"1309"	"DAZ3"	"cluster1"
"1310"	"DAZ1"	"cluster1"
"1311"	"DAZ2"	"cluster1"
"1312"	"DAZ4"	"cluster1"
"1313"	"OXTR"	"cluster1"
"1314"	"SSUH2"	"cluster1"
"1315"	"GMNN"	"cluster1"
"1316"	"TLE1"	"cluster1"
"1317"	"CHIA"	"cluster1"
"1318"	"MYH1"	"cluster1"
"1319"	"PRDM7"	"cluster1"
"1320"	"TDO2"	"cluster1"
"1321"	"DMGDH"	"cluster1"
"1322"	"TAF7L"	"cluster1"
"1323"	"PIR"	"cluster1"
"1324"	"VEGFD"	"cluster1"
"1325"	"CITED4"	"cluster1"
"1326"	"YDJC"	"cluster1"
"1327"	"ANKRD35"	"cluster1"
"1328"	"HSPB6"	"cluster1"
"1329"	"PHF11"	"cluster1"
"1330"	"GGACT"	"cluster1"
"1331"	"FLNC"	"cluster1"
"1332"	"PSRC1"	"cluster1"
"1333"	"GPR142"	"cluster1"
"1334"	"PKD1L2"	"cluster1"
"1335"	"MAB21L3"	"cluster1"
"1336"	"ACOT11"	"cluster1"
"1337"	"MROH7"	"cluster1"
"1338"	"MROH7.TTC4"	"cluster1"
"1339"	"LURAP1L"	"cluster1"
"1340"	"AZIN2"	"cluster1"
"1341"	"DUSP22"	"cluster1"
"1342"	"SYNDIG1"	"cluster1"
"1343"	"TUSC1"	"cluster1"
"1344"	"COL9A2"	"cluster1"
"1345"	"TCFL5"	"cluster1"
"1346"	"DEPTOR"	"cluster1"
"1347"	"PI16"	"cluster1"
"1348"	"PDE8A"	"cluster1"
"1349"	"SYNM"	"cluster1"
"1350"	"RAD51B"	"cluster1"
"1351"	"EZR"	"cluster1"
"1352"	"LIPG"	"cluster1"
"1353"	"DDR2"	"cluster1"
"1354"	"GPC4"	"cluster1"
"1355"	"AR"	"cluster1"
"1356"	"ITGB4"	"cluster1"
"1357"	"ARHGAP6"	"cluster1"
"1358"	"F2RL1"	"cluster1"
"1359"	"SNX7"	"cluster1"
"1360"	"ETNK2"	"cluster1"
"1361"	"LAX1"	"cluster1"
"1362"	"NDNF"	"cluster1"
"1363"	"PRDM16"	"cluster1"
"1364"	"IMPACT"	"cluster1"
"1365"	"FBXL7"	"cluster1"
"1366"	"ZNF521"	"cluster1"
"1367"	"CPXM2"	"cluster1"
"1368"	"VSTM4"	"cluster1"
"1369"	"DNAJC15"	"cluster1"
"1370"	"CABCOCO1"	"cluster1"
"1371"	"EPHX2"	"cluster1"
"1372"	"GMPR"	"cluster1"
"1373"	"HVCN1"	"cluster1"
"1374"	"FGL1"	"cluster1"
"1375"	"KBTBD12"	"cluster1"
"1376"	"KLHL33"	"cluster1"
"1377"	"MPV17L"	"cluster1"
"1378"	"PAQR7"	"cluster1"
"1379"	"CCDC27"	"cluster1"
"1380"	"PM20D1"	"cluster1"
"1381"	"CPED1"	"cluster1"
"1382"	"SUCNR1"	"cluster1"
"1383"	"KLF11"	"cluster1"
"1384"	"ZNF618"	"cluster1"
"1385"	"CHST2"	"cluster1"
"1386"	"HIVEP3"	"cluster1"
"1387"	"OSBPL3"	"cluster1"
"1388"	"CD109"	"cluster1"
"1389"	"PLS3"	"cluster1"
"1390"	"FUT4"	"cluster1"
"1391"	"KLHL4"	"cluster1"
"1392"	"PLIN3"	"cluster1"
"1393"	"DNAL1"	"cluster1"
"1394"	"EPM2A"	"cluster1"
"1395"	"AHCYL2"	"cluster1"
"1396"	"MAP3K5"	"cluster1"
"1397"	"PPARA"	"cluster1"
"1398"	"SORL1"	"cluster1"
"1399"	"EAF2"	"cluster1"
"1400"	"RAB4A"	"cluster1"
"1401"	"DCHS2"	"cluster1"
"1402"	"PATJ"	"cluster1"
"1403"	"AK8"	"cluster1"
"1404"	"EXPH5"	"cluster1"
"1405"	"TGFBR3"	"cluster1"
"1406"	"NLRC3"	"cluster1"
"1407"	"INHBB"	"cluster1"
"1408"	"FAT4"	"cluster1"
"1409"	"TNXB"	"cluster1"
"1410"	"PHACTR2"	"cluster1"
"1411"	"PRKG1"	"cluster1"
"1412"	"GXYLT2"	"cluster1"
"1413"	"PTCHD1"	"cluster1"
"1414"	"ANKRD45"	"cluster1"
"1415"	"SAMD15"	"cluster1"
"1416"	"LRRC6"	"cluster1"
"1417"	"CCDC30"	"cluster1"
"1418"	"NME5"	"cluster1"
"1419"	"ANKRD42"	"cluster1"
"1420"	"CEP19"	"cluster1"
"1421"	"CCDC13"	"cluster1"
"1422"	"DNAH7"	"cluster1"
"1423"	"CCDC148"	"cluster1"
"1424"	"EFCAB6"	"cluster1"
"1425"	"TMEM232"	"cluster1"
"1426"	"C8orf34"	"cluster1"
"1427"	"SPATA4"	"cluster1"
"1428"	"B4GALNT2"	"cluster1"
"1429"	"CYP4B1"	"cluster1"
"1430"	"ALOX15B"	"cluster1"
"1431"	"GUCY2D"	"cluster1"
"1432"	"RHOU"	"cluster1"
"1433"	"CSRNP1"	"cluster1"
"1434"	"KLF9"	"cluster1"
"1435"	"AGMO"	"cluster1"
"1436"	"DENND2A"	"cluster1"
"1437"	"PPP1R1C"	"cluster1"
"1438"	"CDK15"	"cluster1"
"1439"	"COL4A6"	"cluster1"
"1440"	"TAS1R1"	"cluster1"
"1441"	"C12orf40"	"cluster1"
"1442"	"RNU6.680P"	"cluster1"
"1443"	"FGF10"	"cluster1"
"1444"	"KCNG1"	"cluster1"
"1445"	"WFDC3"	"cluster1"
"1446"	"PACRG"	"cluster1"
"1447"	"VWA3A"	"cluster1"
"1448"	"FANK1"	"cluster1"
"1449"	"C1orf194"	"cluster1"
"1450"	"WDR38"	"cluster1"
"1451"	"AK1"	"cluster1"
"1452"	"DNAI1"	"cluster1"
"1453"	"FHAD1"	"cluster1"
"1454"	"EFCAB10"	"cluster1"
"1455"	"MAK"	"cluster1"
