"GeneID"	"Cluster"
"745"	"PIM1"	"cluster2"
"746"	"XIRP1"	"cluster2"
"747"	"NR4A3"	"cluster2"
"748"	"PTGS2"	"cluster2"
"749"	"JUNB"	"cluster2"
"750"	"ZFP36"	"cluster2"
"751"	"EGR1"	"cluster2"
"752"	"EGR2"	"cluster2"
"753"	"ANKRD37"	"cluster2"
"754"	"HSPA1A"	"cluster2"
"755"	"HSPA1B"	"cluster2"
"756"	"KCNG1"	"cluster2"
"757"	"CYSTM1"	"cluster2"
"758"	"DUSP14"	"cluster2"
"759"	"DPCD"	"cluster2"
"760"	"OSCP1"	"cluster2"
"761"	"UBXN11"	"cluster2"
"762"	"MCOLN2"	"cluster2"
"763"	"MCOLN3"	"cluster2"
"764"	"KAZALD1"	"cluster2"
"765"	"SVEP1"	"cluster2"
"766"	"IMPACT"	"cluster2"
"767"	"PIGK"	"cluster2"
"768"	"DNAJC16"	"cluster2"
"769"	"EXTL2"	"cluster2"
"770"	"DDR2"	"cluster2"
"771"	"PHYH"	"cluster2"
"772"	"SLFN12"	"cluster2"
"773"	"SLFN13"	"cluster2"
"774"	"FAM43B"	"cluster2"
"775"	"PPP1R3G"	"cluster2"
"776"	"CCDC27"	"cluster2"
"777"	"DKKL1"	"cluster2"
"778"	"SLC6A16"	"cluster2"
"779"	"FGF10"	"cluster2"
"780"	"PLAG1"	"cluster2"
"781"	"TSHZ2"	"cluster2"
"782"	"IRF6"	"cluster2"
"783"	"GDF5"	"cluster2"
"784"	"ETNK2"	"cluster2"
"785"	"LAX1"	"cluster2"
"786"	"RBM20"	"cluster2"
"787"	"FGD5"	"cluster2"
"788"	"ARHGEF15"	"cluster2"
"789"	"BCL6B"	"cluster2"
"790"	"FAM43A"	"cluster2"
"791"	"DCN"	"cluster2"
"792"	"FOXC2"	"cluster2"
"793"	"GRPR"	"cluster2"
"794"	"DACT1"	"cluster2"
"795"	"FRMD6"	"cluster2"
"796"	"KLF11"	"cluster2"
"797"	"ZNF618"	"cluster2"
"798"	"IL27RA"	"cluster2"
"799"	"SUSD1"	"cluster2"
"800"	"CCDC103"	"cluster2"
"801"	"MMEL1"	"cluster2"
"802"	"PAPPA2"	"cluster2"
"803"	"XKRX"	"cluster2"
"804"	"CNPY1"	"cluster2"
"805"	"EN2"	"cluster2"
"806"	"GPR1"	"cluster2"
"807"	"IL13RA2"	"cluster2"
"808"	"CA3"	"cluster2"
"809"	"GSX2"	"cluster2"
"810"	"SLC28A1"	"cluster2"
"811"	"LY6G6F.LY6G6D"	"cluster2"
"812"	"NAT2"	"cluster2"
"813"	"ZBP1"	"cluster2"
"814"	"OAS3"	"cluster2"
"815"	"OASL"	"cluster2"
"816"	"RSAD2"	"cluster2"
"817"	"MX1"	"cluster2"
"818"	"OAS2"	"cluster2"
"819"	"IFI35"	"cluster2"
"820"	"IRF7"	"cluster2"
"821"	"DHX58"	"cluster2"
"822"	"TRIM5"	"cluster2"
"823"	"ADGRG5"	"cluster2"
"824"	"PLAC8"	"cluster2"
"825"	"CD19"	"cluster2"
"826"	"SERPINF2"	"cluster2"
"827"	"FRMD3"	"cluster2"
"828"	"GLIPR2"	"cluster2"
"829"	"RAD51B"	"cluster2"
"830"	"GSTK1"	"cluster2"
"831"	"TMEM140"	"cluster2"
"832"	"CRISPLD1"	"cluster2"
"833"	"ANO6"	"cluster2"
"834"	"S1PR3"	"cluster2"
"835"	"FIBIN"	"cluster2"
"836"	"MATN2"	"cluster2"
"837"	"TMEM255A"	"cluster2"
"838"	"BTLA"	"cluster2"
"839"	"CLEC6A"	"cluster2"
"840"	"CXCR5"	"cluster2"
"841"	"CNR2"	"cluster2"
"842"	"CD79A"	"cluster2"
"843"	"MS4A1"	"cluster2"
"844"	"VNN1"	"cluster2"
"845"	"ZC3H12D"	"cluster2"
"846"	"PSTPIP2"	"cluster2"
"847"	"RUNX2"	"cluster2"
"848"	"CACNA2D4"	"cluster2"
"849"	"SLC16A5"	"cluster2"
"850"	"LCP2"	"cluster2"
"851"	"C3AR1"	"cluster2"
"852"	"PTPN6"	"cluster2"
"853"	"GNGT2"	"cluster2"
"854"	"SCIMP"	"cluster2"
"855"	"CD180"	"cluster2"
"856"	"SPN"	"cluster2"
"857"	"SLC15A3"	"cluster2"
"858"	"UCP2"	"cluster2"
"859"	"ARPC1B"	"cluster2"
"860"	"CD300A"	"cluster2"
"861"	"NCF4"	"cluster2"
"862"	"CD33"	"cluster2"
"863"	"ARL11"	"cluster2"
"864"	"HCK"	"cluster2"
"865"	"OSCAR"	"cluster2"
"866"	"ARHGAP9"	"cluster2"
"867"	"MYO1F"	"cluster2"
"868"	"SLC2A5"	"cluster2"
"869"	"C3"	"cluster2"
"870"	"ITGB2"	"cluster2"
"871"	"LAT2"	"cluster2"
"872"	"SIGLEC10"	"cluster2"
"873"	"THEMIS2"	"cluster2"
"874"	"SLC11A1"	"cluster2"
"875"	"TLR2"	"cluster2"
"876"	"CD226"	"cluster2"
"877"	"SLC2A9"	"cluster2"
"878"	"SCPEP1"	"cluster2"
"879"	"GIMAP4"	"cluster2"
"880"	"TLR1"	"cluster2"
"881"	"CSF2RB"	"cluster2"
"882"	"PTPRC"	"cluster2"
"883"	"EMB"	"cluster2"
"884"	"TLR8"	"cluster2"
"885"	"ARHGAP15"	"cluster2"
"886"	"TFEC"	"cluster2"
"887"	"TNFSF8"	"cluster2"
"888"	"IL27"	"cluster2"
"889"	"PDCD1"	"cluster2"
"890"	"STX11"	"cluster2"
"891"	"CD300LB"	"cluster2"
"892"	"IL1RN"	"cluster2"
"893"	"CD1D"	"cluster2"
"894"	"MS4A7"	"cluster2"
"895"	"MS4A4A"	"cluster2"
"896"	"MS4A6A"	"cluster2"
"897"	"CD163"	"cluster2"
"898"	"ST14"	"cluster2"
"899"	"MSR1"	"cluster2"
"900"	"CTSC"	"cluster2"
"901"	"FCGR3A"	"cluster2"
"902"	"GPR65"	"cluster2"
"903"	"RNF144B"	"cluster2"
"904"	"FGR"	"cluster2"
"905"	"MLKL"	"cluster2"
"906"	"SPIB"	"cluster2"
"907"	"ATP2A3"	"cluster2"
"908"	"GFI1"	"cluster2"
"909"	"IL9R"	"cluster2"
"910"	"GPR141"	"cluster2"
"911"	"GPR18"	"cluster2"
"912"	"PTPN22"	"cluster2"
"913"	"CD72"	"cluster2"
"914"	"MS4A4E"	"cluster2"
"915"	"HLA.DQB2"	"cluster2"
"916"	"HLA.DQB1"	"cluster2"
"917"	"HLA.DRB5"	"cluster2"
"918"	"FGL2"	"cluster2"
"919"	"HLA.DMB"	"cluster2"
"920"	"CD74"	"cluster2"
"921"	"HLA.DRB1"	"cluster2"
"922"	"KLHDC7B"	"cluster2"
"923"	"CIITA"	"cluster2"
"924"	"GBP5"	"cluster2"
"925"	"NUAK2"	"cluster2"
"926"	"SLC43A3"	"cluster2"
"927"	"RAB42"	"cluster2"
"928"	"PLP2"	"cluster2"
"929"	"CLIC1"	"cluster2"
"930"	"TAGLN2"	"cluster2"
"931"	"ARHGAP18"	"cluster2"
"932"	"PLBD1"	"cluster2"
"933"	"C1R"	"cluster2"
"934"	"C1S"	"cluster2"
"935"	"MYOF"	"cluster2"
"936"	"MSN"	"cluster2"
"937"	"OSMR"	"cluster2"
"938"	"IGFBP7"	"cluster2"
"939"	"GLIPR1"	"cluster2"
"940"	"SERPINE1"	"cluster2"
"941"	"CLCF1"	"cluster2"
"942"	"SRPX2"	"cluster2"
"943"	"MMP19"	"cluster2"
"944"	"PLAU"	"cluster2"
"945"	"PLAUR"	"cluster2"
"946"	"IKBKE"	"cluster2"
"947"	"PTGER4"	"cluster2"
"948"	"RUNX3"	"cluster2"
"949"	"CD300LF"	"cluster2"
"950"	"CD48"	"cluster2"
"951"	"SLAMF8"	"cluster2"
"952"	"HK3"	"cluster2"
"953"	"MYO1G"	"cluster2"
"954"	"BATF"	"cluster2"
"955"	"BCL2A1"	"cluster2"
"956"	"CCL2"	"cluster2"
"957"	"CD69"	"cluster2"
"958"	"CLEC7A"	"cluster2"
"959"	"CDCP1"	"cluster2"
"960"	"CYTIP"	"cluster2"
"961"	"RBM47"	"cluster2"
"962"	"CD40"	"cluster2"
"963"	"CYP2S1"	"cluster2"
"964"	"SERPINB1"	"cluster2"
"965"	"CAPG"	"cluster2"
"966"	"SPP1"	"cluster2"
"967"	"CD8B"	"cluster2"
"968"	"NAT1"	"cluster2"
"969"	"XCL1"	"cluster2"
"970"	"XCL2"	"cluster2"
"971"	"GZMB"	"cluster2"
"972"	"CTSW"	"cluster2"
"973"	"IL2RG"	"cluster2"
"974"	"NKG7"	"cluster2"
"975"	"CD52"	"cluster2"
"976"	"CST7"	"cluster2"
"977"	"PRF1"	"cluster2"
"978"	"RAB20"	"cluster2"
"979"	"CXCR4"	"cluster2"
"980"	"CEBPD"	"cluster2"
"981"	"RGS1"	"cluster2"
"982"	"GBP2"	"cluster2"
"983"	"SPOCD1"	"cluster2"
"984"	"CD44"	"cluster2"
"985"	"EMP1"	"cluster2"
"986"	"YBX3"	"cluster2"
"987"	"GADD45A"	"cluster2"
"988"	"SERPINA3"	"cluster2"
"989"	"MUC1"	"cluster2"
"990"	"PLEKHA4"	"cluster2"
"991"	"VIM"	"cluster2"
"992"	"REEP4"	"cluster2"
"993"	"TCIRG1"	"cluster2"
"994"	"CXCL9"	"cluster2"
"995"	"CXCL10"	"cluster2"
"996"	"CXCL11"	"cluster2"
"997"	"IRF1"	"cluster2"
"998"	"TAP1"	"cluster2"
"999"	"PSMB8"	"cluster2"
"1000"	"PSMB9"	"cluster2"
"1001"	"BST2"	"cluster2"
"1002"	"IFI44"	"cluster2"
"1003"	"PLSCR1"	"cluster2"
"1004"	"NLRC5"	"cluster2"
"1005"	"SP110"	"cluster2"
"1006"	"UBD"	"cluster2"
"1007"	"IFI16"	"cluster2"
"1008"	"IL18BP"	"cluster2"
"1009"	"CD36"	"cluster2"
"1010"	"ATP6V0D2"	"cluster2"
"1011"	"MMP12"	"cluster2"
"1012"	"CD300LD"	"cluster2"
"1013"	"MEFV"	"cluster2"
"1014"	"CLEC4D"	"cluster2"
"1015"	"FCGR3B"	"cluster2"
"1016"	"IL18RAP"	"cluster2"
"1017"	"VNN3"	"cluster2"
"1018"	"MS4A6E"	"cluster2"
"1019"	"CCL18"	"cluster2"
"1020"	"CCL23"	"cluster2"
"1021"	"PLEKHS1"	"cluster2"
"1022"	"CAPN5"	"cluster2"
"1023"	"OMP"	"cluster2"
"1024"	"ALPK2"	"cluster2"
"1025"	"PRR16"	"cluster2"
"1026"	"CAPN12"	"cluster2"
"1027"	"MEI1"	"cluster2"
"1028"	"KMO"	"cluster2"
"1029"	"CPA4"	"cluster2"
"1030"	"RAB38"	"cluster2"
"1031"	"FRZB"	"cluster2"
"1032"	"ITGBL1"	"cluster2"
"1033"	"TDO2"	"cluster2"
"1034"	"HCAR2"	"cluster2"
"1035"	"HCAR3"	"cluster2"
"1036"	"CDC42EP5"	"cluster2"
"1037"	"PROCR"	"cluster2"
"1038"	"IGFBP4"	"cluster2"
"1039"	"SUSD2"	"cluster2"
"1040"	"SEMA3F"	"cluster2"
"1041"	"COL4A1"	"cluster2"
"1042"	"STC1"	"cluster2"
"1043"	"MMP9"	"cluster2"
"1044"	"PLEK2"	"cluster2"
"1045"	"FBLIM1"	"cluster2"
"1046"	"PHLDA2"	"cluster2"
"1047"	"PLIN2"	"cluster2"
"1048"	"LOX"	"cluster2"
"1049"	"SPAG4"	"cluster2"
"1050"	"TGFBI"	"cluster2"
"1051"	"SH2D2A"	"cluster2"
"1052"	"MMP11"	"cluster2"
"1053"	"COL6A3"	"cluster2"
"1054"	"LUM"	"cluster2"
"1055"	"CD200R1"	"cluster2"
"1056"	"F13A1"	"cluster2"
"1057"	"IL2RA"	"cluster2"
"1058"	"TEC"	"cluster2"
"1059"	"TMEM150B"	"cluster2"
"1060"	"P4HA3"	"cluster2"
"1061"	"CXCL6"	"cluster2"
"1062"	"MEDAG"	"cluster2"
"1063"	"F8A2"	"cluster2"
"1064"	"F8A3"	"cluster2"
"1065"	"ZC3H11B"	"cluster2"
"1066"	"CYTL1"	"cluster2"
"1067"	"HOXB4"	"cluster2"
"1068"	"SOCS2"	"cluster2"
"1069"	"FAM180A"	"cluster2"
"1070"	"DMP1"	"cluster2"
"1071"	"MYL4"	"cluster2"
"1072"	"PLVAP"	"cluster2"
"1073"	"PDK1"	"cluster2"
"1074"	"TPI1"	"cluster2"
"1075"	"ANGPTL4"	"cluster2"
"1076"	"KISS1R"	"cluster2"
"1077"	"SLPI"	"cluster2"
"1078"	"PCOLCE2"	"cluster2"
"1079"	"TMEM45A"	"cluster2"
"1080"	"RGS17"	"cluster2"
"1081"	"CNR1"	"cluster2"
"1082"	"GAP43"	"cluster2"
"1083"	"PDE4B"	"cluster2"
"1084"	"CLDN12"	"cluster2"
"1085"	"ITGAV"	"cluster2"
"1086"	"IRGM"	"cluster2"
"1087"	"GRB10"	"cluster2"
"1088"	"LZTS1"	"cluster2"
"1089"	"SPRED3"	"cluster2"
"1090"	"ARL4C"	"cluster2"
"1091"	"ARNTL2"	"cluster2"
"1092"	"SLC12A7"	"cluster2"
"1093"	"EFNB2"	"cluster2"
"1094"	"MYADM"	"cluster2"
"1095"	"MFSD4B"	"cluster2"
"1096"	"NEMP2"	"cluster2"
"1097"	"FZD2"	"cluster2"
"1098"	"NKX3.2"	"cluster2"
"1099"	"COQ2"	"cluster2"
"1100"	"PGM2"	"cluster2"
"1101"	"ATF5"	"cluster2"
"1102"	"RBBP8"	"cluster2"
"1103"	"PDIA4"	"cluster2"
"1104"	"SDC1"	"cluster2"
"1105"	"C1QTNF2"	"cluster2"
"1106"	"RDM1"	"cluster2"
"1107"	"RPA3"	"cluster2"
"1108"	"CHRNA5"	"cluster2"
"1109"	"DTYMK"	"cluster2"
"1110"	"UBE2S"	"cluster2"
"1111"	"CDKN2C"	"cluster2"
"1112"	"CENPN"	"cluster2"
"1113"	"CKS1B"	"cluster2"
"1114"	"PARPBP"	"cluster2"
"1115"	"CKS2"	"cluster2"
"1116"	"MAD2L1"	"cluster2"
"1117"	"UBE2T"	"cluster2"
"1118"	"DBF4"	"cluster2"
"1119"	"KPNA2"	"cluster2"
"1120"	"FAM83D"	"cluster2"
"1121"	"DEPDC1"	"cluster2"
"1122"	"CDC20"	"cluster2"
"1123"	"CDCA8"	"cluster2"
"1124"	"KIF2C"	"cluster2"
"1125"	"CDK6"	"cluster2"
"1126"	"KLHL4"	"cluster2"
"1127"	"TNFRSF19"	"cluster2"
"1128"	"CHIC2"	"cluster2"
"1129"	"C1orf112"	"cluster2"
"1130"	"ACTL6A"	"cluster2"
"1131"	"MTFR1"	"cluster2"
"1132"	"ZNF473"	"cluster2"
"1133"	"BARD1"	"cluster2"
"1134"	"NEDD1"	"cluster2"
"1135"	"MIS18BP1"	"cluster2"
"1136"	"TTF2"	"cluster2"
"1137"	"PI4K2B"	"cluster2"
"1138"	"BTN2A2"	"cluster2"
"1139"	"FAM111A"	"cluster2"
"1140"	"CENPS"	"cluster2"
"1141"	"AK2"	"cluster2"
"1142"	"PDIA5"	"cluster2"
"1143"	"C7orf31"	"cluster2"
"1144"	"NFE2L3"	"cluster2"
"1145"	"PRG2"	"cluster2"
"1146"	"TAF7L"	"cluster2"
"1147"	"RAB7B"	"cluster2"
"1148"	"EMILIN2"	"cluster2"
"1149"	"GDF15"	"cluster2"
"1150"	"POSTN"	"cluster2"
"1151"	"PTX3"	"cluster2"
"1152"	"ADAM12"	"cluster2"
"1153"	"KDELR3"	"cluster2"
"1154"	"FMOD"	"cluster2"
"1155"	"LGALS3"	"cluster2"
"1156"	"OCIAD2"	"cluster2"
"1157"	"KLHDC8A"	"cluster2"
"1158"	"TMEM158"	"cluster2"
"1159"	"GPR3"	"cluster2"
"1160"	"SPRY4"	"cluster2"
"1161"	"TBX15"	"cluster2"
"1162"	"PMFBP1"	"cluster2"
"1163"	"POPDC2"	"cluster2"
"1164"	"HS3ST3A1"	"cluster2"
"1165"	"ADM2"	"cluster2"
"1166"	"TRIB3"	"cluster2"
"1167"	"MUC3A"	"cluster2"
"1168"	"HCAR1"	"cluster2"
"1169"	"PCDH12"	"cluster2"
"1170"	"NODAL"	"cluster2"
"1171"	"ACE"	"cluster2"
"1172"	"PLXDC1"	"cluster2"
"1173"	"TRPC6"	"cluster2"
"1174"	"MYO5B"	"cluster2"
"1175"	"SLC29A1"	"cluster2"
"1176"	"CLCN1"	"cluster2"
"1177"	"GPR139"	"cluster2"
"1178"	"LRRK2"	"cluster2"
"1179"	"ROBO2"	"cluster2"
"1180"	"TRIM36"	"cluster2"
"1181"	"AUNIP"	"cluster2"
"1182"	"CHAF1B"	"cluster2"
"1183"	"FKRP"	"cluster2"
"1184"	"ATP1A1"	"cluster2"
"1185"	"GPI"	"cluster2"
"1186"	"MBOAT7"	"cluster2"
"1187"	"ENO1"	"cluster2"
"1188"	"ERRFI1"	"cluster2"
"1189"	"C9orf16"	"cluster2"
"1190"	"CTXN1"	"cluster2"
"1191"	"KLF16"	"cluster2"
"1192"	"RPS6KA4"	"cluster2"
"1193"	"ISOC2"	"cluster2"
"1194"	"NAT14"	"cluster2"
"1195"	"EPN1"	"cluster2"
"1196"	"ZNF575"	"cluster2"
"1197"	"ADRA1D"	"cluster2"
"1198"	"RGS6"	"cluster2"
"1199"	"PALM3"	"cluster2"
"1200"	"SULT2B1"	"cluster2"
"1201"	"ARHGEF3"	"cluster2"
"1202"	"PTHLH"	"cluster2"
"1203"	"NTNG1"	"cluster2"
"1204"	"CPNE8"	"cluster2"
"1205"	"SYTL2"	"cluster2"
"1206"	"NIPAL2"	"cluster2"
"1207"	"AHNAK2"	"cluster2"
"1208"	"CYB561"	"cluster2"
"1209"	"C9orf40"	"cluster2"
"1210"	"CCDC34"	"cluster2"
"1211"	"FBXO16"	"cluster2"
"1212"	"RITA1"	"cluster2"
"1213"	"YWHAZ"	"cluster2"
"1214"	"TAF9"	"cluster2"
"1215"	"AP1S1"	"cluster2"
"1216"	"TSPAN17"	"cluster2"
"1217"	"BEAN1"	"cluster2"
"1218"	"F12"	"cluster2"
"1219"	"VGF"	"cluster2"
"1220"	"KLHL10"	"cluster2"
"1221"	"ACTA1"	"cluster2"
"1222"	"IL11"	"cluster2"
"1223"	"SCN9A"	"cluster2"
"1224"	"SEMA3A"	"cluster2"
"1225"	"COL19A1"	"cluster2"
"1226"	"RNF128"	"cluster2"
"1227"	"CCDC158"	"cluster2"
"1228"	"METTL24"	"cluster2"
"1229"	"CPEB2"	"cluster2"
"1230"	"TTC39B"	"cluster2"
"1231"	"TRANK1"	"cluster2"
"1232"	"HIVEP3"	"cluster2"
"1233"	"FAR2"	"cluster2"
"1234"	"OPN3"	"cluster2"
"1235"	"VILL"	"cluster2"
"1236"	"LINGO3"	"cluster2"
"1237"	"SPTBN5"	"cluster2"
"1238"	"YDJC"	"cluster2"
"1239"	"CHCHD10"	"cluster2"
"1240"	"MAP1LC3A"	"cluster2"
"1241"	"ABCB9"	"cluster2"
"1242"	"ST8SIA5"	"cluster2"
"1243"	"BTBD6"	"cluster2"
"1244"	"RIN1"	"cluster2"
"1245"	"ZDHHC23"	"cluster2"
"1246"	"KIAA1522"	"cluster2"
"1247"	"SLC4A3"	"cluster2"
"1248"	"KLHL29"	"cluster2"
"1249"	"NPAS2"	"cluster2"
"1250"	"LTK"	"cluster2"
"1251"	"ATG9B"	"cluster2"
"1252"	"TFR2"	"cluster2"
"1253"	"TMEM52"	"cluster2"
"1254"	"ASS1"	"cluster2"
"1255"	"RPP25"	"cluster2"
"1256"	"CHAC1"	"cluster2"
"1257"	"RGS14"	"cluster2"
"1258"	"SYNPO"	"cluster2"
"1259"	"PLD3"	"cluster2"
"1260"	"FKBP1B"	"cluster2"
"1261"	"RHEBL1"	"cluster2"
"1262"	"NRN1"	"cluster2"
"1263"	"FHL2"	"cluster2"
"1264"	"MAPK13"	"cluster2"
"1265"	"ORM1"	"cluster2"
"1266"	"TNFRSF9"	"cluster2"
"1267"	"CXCL13"	"cluster2"
"1268"	"TNFSF11"	"cluster2"
"1269"	"C10orf71"	"cluster2"
"1270"	"DAZL"	"cluster2"
"1271"	"NUTM1"	"cluster2"
"1272"	"FGF5"	"cluster2"
"1273"	"CCL11"	"cluster2"
"1274"	"MMP13"	"cluster2"
"1275"	"CLMP"	"cluster2"
"1276"	"GLT8D2"	"cluster2"
"1277"	"GXYLT2"	"cluster2"
"1278"	"TFAP2C"	"cluster2"
"1279"	"FBLN1"	"cluster2"
"1280"	"PDGFRL"	"cluster2"
"1281"	"ALDH1A3"	"cluster2"
"1282"	"MCTP2"	"cluster2"
"1283"	"TRABD2B"	"cluster2"
"1284"	"HTR2B"	"cluster2"
"1285"	"IZUMO1R"	"cluster2"
"1286"	"SLC22A2"	"cluster2"
"1287"	"CEMIP"	"cluster2"
"1288"	"ITIH2"	"cluster2"
"1289"	"C7"	"cluster2"
"1290"	"OGN"	"cluster2"
"1291"	"FBLN2"	"cluster2"
"1292"	"WNT4"	"cluster2"
"1293"	"PERP"	"cluster2"
"1294"	"CNN1"	"cluster2"
"1295"	"ACTA2"	"cluster2"
"1296"	"ACTG2"	"cluster2"
"1297"	"IGFBP6"	"cluster2"
"1298"	"ISLR"	"cluster2"
"1299"	"CRISPLD2"	"cluster2"
"1300"	"INHBA"	"cluster2"
"1301"	"VGLL3"	"cluster2"
"1302"	"BMX"	"cluster2"
"1303"	"MYOCD"	"cluster2"
"1304"	"ITGA8"	"cluster2"
"1305"	"NGF"	"cluster2"
"1306"	"FOXP3"	"cluster2"
"1307"	"TIGIT"	"cluster2"
"1308"	"LAMB3"	"cluster2"
"1309"	"SCTR"	"cluster2"
"1310"	"RAB44"	"cluster2"
"1311"	"SIGLEC6"	"cluster2"
"1312"	"GPR25"	"cluster2"
"1313"	"TRBV10.2"	"cluster2"
"1314"	"KLRD1"	"cluster2"
"1315"	"CD27"	"cluster2"
"1316"	"KLRB1"	"cluster2"
"1317"	"TRBV10.3"	"cluster2"
"1318"	"XCR1"	"cluster2"
"1319"	"CCR7"	"cluster2"
"1320"	"LY9"	"cluster2"
"1321"	"SLAMF7"	"cluster2"
"1322"	"ICOS"	"cluster2"
"1323"	"SIRPG"	"cluster2"
"1324"	"SH2D1A"	"cluster2"
"1325"	"P2RY10"	"cluster2"
"1326"	"CD96"	"cluster2"
"1327"	"PYHIN1"	"cluster2"
"1328"	"EOMES"	"cluster2"
"1329"	"FASLG"	"cluster2"
"1330"	"IL2RB"	"cluster2"
"1331"	"CD5"	"cluster2"
"1332"	"TRBC1"	"cluster2"
"1333"	"GPR171"	"cluster2"
"1334"	"SLAMF6"	"cluster2"
"1335"	"CCR2"	"cluster2"
"1336"	"CD3G"	"cluster2"
"1337"	"CXCR3"	"cluster2"
"1338"	"GZMA"	"cluster2"
"1339"	"CD3E"	"cluster2"
"1340"	"CD2"	"cluster2"
"1341"	"CD3D"	"cluster2"
"1342"	"CD247"	"cluster2"
"1343"	"CD8A"	"cluster2"
"1344"	"TRBC2"	"cluster2"
"1345"	"CTLA4"	"cluster2"
"1346"	"GRAP2"	"cluster2"
"1347"	"SLA2"	"cluster2"
"1348"	"PLEKHG4"	"cluster2"
"1349"	"WHRN"	"cluster2"
"1350"	"SHROOM1"	"cluster2"
"1351"	"GPR37"	"cluster2"
"1352"	"SLC13A3"	"cluster2"
"1353"	"ALKAL2"	"cluster2"
"1354"	"PIR"	"cluster2"
"1355"	"VEGFD"	"cluster2"
"1356"	"ADRA2B"	"cluster2"
"1357"	"GPD1"	"cluster2"
"1358"	"DMRT2"	"cluster2"
"1359"	"NINJ2"	"cluster2"
"1360"	"PPP1R14A"	"cluster2"
"1361"	"LURAP1L"	"cluster2"
"1362"	"TUSC1"	"cluster2"
"1363"	"COL9A2"	"cluster2"
"1364"	"TCFL5"	"cluster2"
"1365"	"KBTBD12"	"cluster2"
"1366"	"KLHL33"	"cluster2"
"1367"	"FGL1"	"cluster2"
"1368"	"MSLN"	"cluster2"
"1369"	"CPXM2"	"cluster2"
"1370"	"MYLK"	"cluster2"
"1371"	"SLCO3A1"	"cluster2"
"1372"	"CD55"	"cluster2"
"1373"	"UNC5B"	"cluster2"
"1374"	"ACSL1"	"cluster2"
"1375"	"FRMD4B"	"cluster2"
"1376"	"AGMO"	"cluster2"
"1377"	"FGGY"	"cluster2"
"1378"	"PPP1R1C"	"cluster2"
"1379"	"ACOT1"	"cluster2"
"1380"	"ACOT2"	"cluster2"
"1381"	"DOK5"	"cluster2"
"1382"	"ABHD3"	"cluster2"
"1383"	"FAM210B"	"cluster2"
"1384"	"ADAMTS3"	"cluster2"
"1385"	"CDH6"	"cluster2"
"1386"	"CDH4"	"cluster2"
"1387"	"GRIK1"	"cluster2"
"1388"	"GBP6"	"cluster2"
"1389"	"HAPLN3"	"cluster2"
"1390"	"MMP25"	"cluster2"
"1391"	"CIB2"	"cluster2"
"1392"	"BLM"	"cluster2"
"1393"	"DENND2A"	"cluster2"
"1394"	"CDCA7L"	"cluster2"
"1395"	"MEIS1"	"cluster2"
"1396"	"MPV17L"	"cluster2"
"1397"	"HOPX"	"cluster2"
"1398"	"SLC35G2"	"cluster2"
"1399"	"CA2"	"cluster2"
"1400"	"CBR1"	"cluster2"
"1401"	"PSRC1"	"cluster2"
"1402"	"WNT10A"	"cluster2"
"1403"	"ZNF541"	"cluster2"
"1404"	"COL25A1"	"cluster2"
"1405"	"CHRNA1"	"cluster2"
"1406"	"TRDC"	"cluster2"
"1407"	"CPNE4"	"cluster2"
"1408"	"NOS2"	"cluster2"
"1409"	"OXTR"	"cluster2"
"1410"	"MT3"	"cluster2"
"1411"	"TLCD1"	"cluster2"
"1412"	"NPY2R"	"cluster2"
"1413"	"CLDN10"	"cluster2"
"1414"	"WIPF3"	"cluster2"
"1415"	"LGR6"	"cluster2"
"1416"	"RYR3"	"cluster2"
"1417"	"COL5A3"	"cluster2"
"1418"	"ADORA1"	"cluster2"
"1419"	"DLC1"	"cluster2"
"1420"	"CHODL"	"cluster2"
"1421"	"PLD5"	"cluster2"
"1422"	"WNT16"	"cluster2"
"1423"	"DLEU7"	"cluster2"
"1424"	"AGMAT"	"cluster2"
"1425"	"CORO1A"	"cluster2"
"1426"	"FMNL1"	"cluster2"
"1427"	"TRPM2"	"cluster2"
"1428"	"PHOSPHO1"	"cluster2"
"1429"	"RASSF5"	"cluster2"
"1430"	"TRPV2"	"cluster2"
"1431"	"SIRPB1"	"cluster2"
"1432"	"SUCNR1"	"cluster2"
"1433"	"CPED1"	"cluster2"
"1434"	"ITGB7"	"cluster2"
"1435"	"ANKRD35"	"cluster2"
"1436"	"CITED4"	"cluster2"
"1437"	"FLNC"	"cluster2"
"1438"	"HSPB7"	"cluster2"
"1439"	"PHF11"	"cluster2"
"1440"	"GGACT"	"cluster2"
"1441"	"HSPB6"	"cluster2"
"1442"	"TRAF1"	"cluster2"
"1443"	"ACCS"	"cluster2"
"1444"	"TNFAIP2"	"cluster2"
"1445"	"PCK2"	"cluster2"
"1446"	"RENBP"	"cluster2"
"1447"	"KLHDC9"	"cluster2"
"1448"	"PIM2"	"cluster2"
"1449"	"RHBDD2"	"cluster2"
"1450"	"CLYBL"	"cluster2"
"1451"	"GMPR"	"cluster2"
"1452"	"HVCN1"	"cluster2"
"1453"	"ALDH3A1"	"cluster2"
"1454"	"GCK"	"cluster2"
"1455"	"ELL3"	"cluster2"
"1456"	"GUCY2C"	"cluster2"
"1457"	"KLHDC7A"	"cluster2"
"1458"	"CYP11A1"	"cluster2"
"1459"	"P2RY2"	"cluster2"
"1460"	"CBLN3"	"cluster2"
"1461"	"ABCA5"	"cluster2"
"1462"	"EID3"	"cluster2"
